OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
E00051847,E01010258,368,0,4,9,1,6,8,5,3,11,4,12,4,3,7,6,11,12,7,8,9,5,2,4,2,9,8,8,4,5,4,7,3,4,7,3,1,3,3,6,5,7,6,2,8,2,3,13,9,3,3,3,3,3,1,7,2,6,8,2,7,4,3,2,1,2,3,3,3,1,3,3,2,3,1,1,2,1,0,4,0,0,2,1,0,1,0,0,0,0,0,1
E00051855,E01010258,299,14,14,11,7,11,3,7,5,6,2,5,4,8,1,1,1,2,5,2,5,1,8,7,2,10,12,6,7,5,3,5,7,4,8,2,3,3,3,4,3,5,2,3,0,1,1,1,3,2,3,0,3,2,3,2,0,3,1,2,6,2,2,2,0,0,3,5,1,2,3,2,0,1,2,1,2,1,0,1,0,0,0,3,0,1,0,0,4,0,0,1
E00051862,E01010258,416,8,18,7,4,7,10,8,9,5,5,6,11,5,13,5,2,4,7,4,7,3,5,3,5,5,4,5,5,9,7,10,9,8,6,4,6,7,3,5,1,5,5,2,3,6,3,6,6,8,5,3,3,3,3,2,3,3,4,3,4,7,7,3,3,3,4,5,5,0,2,2,1,2,3,1,2,0,4,2,4,0,0,1,1,1,4,1,1,1,4,7
E00051863,E01010258,356,3,6,6,6,4,6,5,4,10,4,7,2,4,3,4,7,7,7,7,4,6,5,2,3,3,6,6,5,3,3,1,7,7,12,8,6,8,3,7,4,5,5,1,0,4,4,1,6,7,6,3,4,5,12,2,1,9,3,5,2,5,3,2,4,4,3,1,2,2,2,1,0,5,4,1,1,1,1,1,1,6,1,0,2,1,0,1,0,0,3,2
E00051867,E01010258,398,2,3,6,6,4,8,6,7,7,5,10,4,7,7,6,6,2,1,2,1,6,5,2,2,1,3,1,5,10,9,6,2,2,0,2,4,3,1,8,5,4,3,5,3,3,3,5,5,9,2,4,1,5,0,5,4,5,4,2,5,7,2,7,4,5,10,9,6,10,12,4,8,3,7,9,6,2,4,2,1,1,4,5,3,2,3,2,1,1,0,4
E00051848,E01010259,380,1,1,1,3,5,3,2,4,1,1,1,5,5,1,1,6,6,1,6,1,4,2,3,1,8,3,2,6,1,1,0,5,5,5,3,3,9,1,4,3,4,5,8,9,4,2,2,4,5,7,6,2,2,6,6,5,5,6,8,5,5,9,4,8,10,15,9,12,11,12,7,9,8,3,0,3,2,5,3,4,2,2,2,3,1,3,0,1,0,0,2
E00051858,E01010259,285,4,7,4,9,4,3,7,2,4,5,3,4,5,5,6,1,4,3,4,4,4,1,1,5,2,4,8,9,4,3,6,5,2,5,1,3,7,3,4,4,3,1,5,1,4,4,4,6,5,3,3,5,4,6,4,2,5,2,4,2,0,4,1,0,2,2,1,1,1,2,0,3,0,2,1,0,1,1,0,1,4,2,2,1,2,1,1,4,0,1,2
E00051861,E01010259,286,3,5,2,2,3,2,6,4,1,3,6,2,2,3,2,4,1,5,0,2,3,0,5,4,4,3,3,1,3,5,4,5,2,4,5,2,3,3,5,2,5,4,2,1,2,2,4,5,5,2,4,4,2,4,6,3,3,6,4,4,1,7,4,3,6,7,3,6,3,3,1,2,2,3,4,0,2,5,2,2,3,5,1,2,0,1,2,3,1,2,4
E00051864,E01010259,292,2,1,5,5,3,5,2,3,6,4,4,3,3,2,1,1,2,1,2,2,0,4,1,3,3,5,3,1,9,4,3,5,2,6,1,6,2,1,1,7,4,1,3,4,2,2,4,4,2,3,4,6,5,2,4,4,2,1,1,3,6,2,2,2,1,5,1,3,3,0,4,1,1,4,2,1,5,5,5,3,2,4,7,7,6,4,3,5,5,1,7
E00051868,E01010259,412,2,6,5,6,5,5,3,9,7,6,5,5,7,7,7,6,6,9,5,7,2,2,2,7,4,2,1,8,8,5,6,5,0,3,0,3,4,2,4,4,4,4,7,3,4,10,6,5,11,7,6,4,8,14,1,8,7,4,3,4,5,7,5,5,1,3,1,5,3,3,2,1,1,3,2,6,4,5,4,2,4,2,3,1,1,2,1,2,4,4,10
E00051849,E01010260,365,4,4,7,3,6,1,4,5,7,6,4,5,7,7,4,8,4,2,7,6,9,3,7,7,9,3,5,7,3,7,7,3,6,2,5,5,4,4,10,12,2,4,5,2,3,5,1,4,8,5,9,2,5,8,1,3,3,7,4,3,3,3,3,6,5,4,6,1,6,3,3,1,2,3,1,3,1,0,2,1,2,0,0,0,1,0,0,0,0,0,2
E00051865,E01010260,320,3,6,1,6,10,5,5,5,7,3,4,8,3,1,5,2,4,7,3,1,5,2,6,4,1,4,3,5,4,9,2,3,3,6,2,8,3,5,3,8,3,6,2,3,3,4,3,4,6,5,1,3,4,2,1,2,0,2,1,2,4,2,5,4,4,9,2,3,5,3,4,3,5,4,2,2,0,2,1,4,7,0,0,2,2,1,1,3,0,2,2
E00051866,E01010260,446,6,6,8,6,13,6,7,3,5,7,9,4,8,6,2,9,4,3,5,5,9,8,4,8,5,3,4,4,6,6,7,2,5,9,0,6,6,5,7,7,10,5,5,7,4,3,1,7,9,5,3,3,9,3,7,8,5,3,7,5,7,2,5,7,4,8,3,4,8,5,4,4,6,3,3,2,2,4,4,1,3,4,3,0,1,0,0,1,3,0,3
E00051869,E01010260,302,2,3,3,3,3,6,2,5,5,5,7,8,4,6,3,6,2,3,2,4,1,3,4,3,4,1,4,4,5,2,1,2,6,7,3,4,4,3,7,4,7,1,2,7,4,5,3,2,7,1,4,2,1,9,2,2,7,2,8,5,4,1,3,1,3,5,4,5,3,2,3,0,4,1,3,1,1,2,1,0,1,3,1,1,0,1,1,4,0,1,7
E00051870,E01010260,339,2,5,7,2,12,2,7,1,7,1,6,7,9,5,5,7,6,4,6,4,2,3,4,6,4,2,1,0,2,1,1,5,6,6,2,3,7,8,2,9,7,7,5,10,2,6,5,3,5,6,6,7,1,3,3,5,6,4,5,0,0,5,5,3,2,3,2,5,2,2,3,2,1,2,7,3,2,2,3,2,1,1,1,0,1,0,1,1,0,1,1
E00051850,E01010261,384,1,3,8,8,11,8,6,12,13,11,14,11,6,5,7,7,3,2,3,5,1,3,3,5,0,2,4,10,9,1,5,10,7,6,10,9,8,7,5,6,6,9,6,1,5,4,3,6,7,4,1,5,5,3,7,2,1,2,6,5,2,4,4,0,1,3,4,3,1,2,3,2,3,0,2,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0
E00051871,E01010261,340,2,6,6,4,8,9,8,9,7,10,7,9,1,4,4,7,4,4,2,4,4,4,5,6,4,4,5,5,8,5,5,7,4,6,2,5,4,3,5,11,8,2,3,4,3,3,1,8,4,6,7,1,3,5,1,5,5,11,2,4,4,0,1,2,3,2,2,2,1,5,2,1,3,2,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1
E00051872,E01010261,296,3,1,1,5,3,4,4,4,3,3,3,5,4,7,4,3,4,3,5,3,2,2,4,3,3,8,3,4,4,4,6,5,7,5,5,6,4,2,5,5,2,0,3,5,2,7,6,2,8,5,2,5,1,2,3,7,8,2,2,5,2,3,2,6,1,2,2,3,4,4,6,4,4,1,2,2,0,1,0,0,0,1,1,1,2,0,0,1,0,4,1
E00051873,E01010261,367,6,5,10,4,3,10,1,3,8,1,8,6,6,6,6,4,4,9,8,1,3,6,1,4,2,4,4,3,6,4,5,6,10,5,8,9,5,4,4,6,5,5,4,5,2,2,9,4,1,10,4,4,3,3,4,5,3,8,4,3,8,2,4,2,2,5,6,3,4,2,0,4,5,4,1,2,2,1,2,1,1,1,2,1,0,3,0,2,0,0,1
E00051877,E01010261,359,4,2,4,11,9,9,10,6,2,7,3,5,8,0,3,2,1,3,3,2,3,6,2,6,5,8,3,4,10,6,8,15,10,8,4,4,5,5,3,4,3,2,7,2,0,8,3,6,7,5,5,3,9,7,7,1,5,3,4,4,4,2,4,4,2,4,2,3,1,3,3,3,3,1,0,3,0,2,1,2,1,0,3,0,0,1,2,0,0,1,0
E00051875,E01010262,288,5,3,8,4,3,8,3,3,5,1,1,4,1,1,1,2,5,2,0,0,3,2,5,3,5,2,3,8,1,7,2,8,1,8,4,4,4,3,6,1,4,3,3,1,9,6,4,4,7,5,6,6,6,5,3,7,9,6,7,3,6,2,1,2,3,1,4,2,0,2,0,3,1,1,2,2,3,3,0,0,2,2,0,1,0,0,1,0,0,0,0
E00051876,E01010262,345,6,8,2,4,2,5,6,7,6,9,5,4,5,6,6,7,3,6,3,5,6,5,3,3,10,1,1,6,5,4,6,4,5,2,2,9,6,4,3,5,5,3,6,2,3,4,3,7,5,9,5,5,5,6,6,6,5,3,6,3,5,3,3,2,5,2,2,1,0,0,1,0,3,0,0,3,3,1,1,1,3,4,0,2,2,0,1,2,1,1,1
E00051878,E01010262,448,4,9,7,9,7,7,6,9,7,9,5,5,7,8,8,6,3,4,3,6,6,2,6,10,14,3,4,6,5,2,6,11,6,7,6,9,7,6,2,8,8,5,0,8,5,5,9,3,7,4,11,10,7,3,6,6,9,5,6,3,3,6,7,4,4,5,4,2,2,11,4,0,2,4,3,2,0,0,0,0,2,2,1,0,2,1,0,0,2,0,0
E00051879,E01010262,364,9,13,9,11,6,6,8,3,9,11,8,7,4,3,2,0,5,2,5,5,2,5,5,5,3,8,3,4,4,3,3,9,6,7,10,3,3,5,6,4,4,2,2,3,5,2,2,3,6,5,7,6,5,2,3,1,2,3,4,4,3,4,3,2,1,4,6,4,5,5,2,1,2,3,2,1,1,1,0,1,0,4,2,4,0,4,0,1,0,0,3
E00051883,E01010262,314,9,1,4,6,2,11,5,5,7,2,5,2,6,1,4,2,3,3,0,2,3,5,5,4,4,2,5,10,7,2,3,3,2,5,4,3,3,3,5,2,5,3,4,3,1,4,7,1,6,7,2,6,8,3,4,2,5,2,2,6,2,3,2,1,1,3,3,3,4,3,1,3,4,2,5,1,1,3,4,7,5,1,3,1,1,0,0,2,1,2,1
E00051844,E01010263,395,2,3,7,5,3,9,8,9,5,9,2,7,10,6,7,6,2,7,2,3,7,5,3,6,3,5,9,5,5,9,9,7,6,7,4,6,1,5,4,10,9,8,7,4,7,6,4,3,2,3,6,3,4,5,3,3,2,6,11,6,3,1,3,3,7,4,5,1,7,2,3,3,4,2,2,0,3,1,2,1,0,1,1,0,0,2,0,1,0,0,3
E00051845,E01010263,370,5,3,4,5,4,3,6,3,6,3,5,5,9,6,8,4,4,7,7,3,5,3,6,3,5,4,8,8,1,4,3,9,3,8,4,9,6,2,4,6,4,7,5,4,3,1,4,5,4,5,5,5,4,2,4,9,7,7,3,3,5,1,5,2,10,2,2,2,6,1,3,2,7,2,3,2,3,2,1,1,4,1,3,1,0,1,2,2,0,1,1
E00051846,E01010263,360,6,3,2,5,5,2,4,5,4,4,5,10,4,4,11,5,4,3,2,4,3,4,3,11,5,5,7,3,2,3,11,4,5,5,4,6,4,4,6,5,5,9,7,4,6,8,6,4,6,8,7,7,3,5,6,5,5,5,4,2,5,4,3,3,4,2,1,2,1,4,4,1,1,3,3,1,1,1,0,0,1,2,0,3,0,1,1,0,1,1,2
E00051853,E01010263,485,6,3,7,3,6,7,10,6,12,5,6,12,9,15,11,10,9,5,5,12,10,7,11,8,8,12,7,7,6,9,6,3,4,5,7,8,7,11,11,11,6,3,8,4,8,7,6,9,9,4,8,9,5,5,2,3,5,6,0,5,4,3,2,1,1,3,1,2,0,2,2,3,3,2,3,3,2,6,2,1,0,0,0,0,1,1,3,0,1,1,3
E00051851,E01010264,323,3,2,6,4,6,4,9,6,8,6,4,8,6,8,3,1,8,0,0,2,0,2,1,3,5,4,6,4,6,3,6,4,4,4,4,4,4,7,8,4,6,6,3,3,4,9,1,4,4,3,7,3,3,2,7,3,2,2,3,1,6,4,0,5,2,0,3,5,1,2,1,3,6,1,1,3,3,1,0,4,5,2,1,0,1,3,1,0,4,1,1
E00051880,E01010264,339,3,4,4,7,3,4,6,3,4,5,7,4,4,3,3,6,4,5,2,3,1,1,4,3,6,2,4,4,3,5,3,1,1,4,7,3,3,5,4,3,4,3,6,5,3,4,4,2,3,3,2,2,5,9,7,4,1,5,9,5,5,8,11,8,6,1,2,2,1,4,2,2,2,1,2,2,5,0,1,2,7,2,2,6,4,1,1,2,2,2,6
E00051881,E01010264,258,5,0,2,7,3,2,4,2,2,0,0,1,3,4,2,2,1,2,1,2,7,1,1,4,4,3,4,3,2,5,6,5,2,3,2,3,5,1,1,1,1,1,1,2,3,2,5,4,6,0,5,4,2,4,6,5,2,3,2,1,6,6,4,1,5,5,3,6,2,4,8,2,5,2,3,4,4,1,2,1,2,2,2,2,2,0,2,0,2,0,3
E00051882,E01010264,321,5,6,5,1,4,3,4,6,2,5,7,6,5,5,6,4,6,6,3,8,2,2,5,6,3,3,3,2,4,3,4,1,4,4,3,5,4,3,3,3,9,3,3,7,6,6,4,7,1,3,7,9,3,10,2,5,4,1,2,3,5,4,6,1,2,4,2,2,1,2,3,4,2,1,2,1,3,1,0,0,0,3,2,0,1,0,1,3,2,4,0
E00051884,E01010264,703,10,14,10,17,10,15,10,18,15,13,7,13,21,18,11,16,14,8,12,8,8,13,6,8,6,9,6,12,15,14,12,6,6,13,12,9,12,11,11,16,11,10,11,6,7,9,6,8,15,12,6,5,4,9,8,12,10,6,9,10,4,4,4,3,2,2,7,3,1,3,2,2,1,3,2,2,1,1,4,1,2,3,0,1,0,0,2,1,0,1,2
E00051843,E01010265,353,12,6,8,4,1,10,5,8,5,9,8,9,3,0,7,9,6,6,9,6,7,3,7,3,7,8,2,2,7,2,6,3,2,6,5,7,6,2,2,9,2,6,6,8,7,7,6,0,4,5,6,2,3,4,2,2,4,3,3,1,2,4,1,6,4,3,6,0,3,0,3,2,3,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
E00051852,E01010265,517,6,15,19,15,9,5,13,10,10,9,7,5,11,6,6,7,8,9,5,5,2,7,9,5,11,8,8,13,10,9,4,8,11,3,14,9,8,7,6,3,11,10,5,7,8,5,9,4,3,3,3,5,4,4,3,3,6,5,5,5,7,4,1,4,7,3,3,6,5,2,5,3,1,4,5,1,2,1,2,0,1,2,2,0,2,0,0,0,1,0,0
E00051854,E01010265,484,15,9,10,18,12,14,17,12,11,8,12,8,15,6,8,6,9,12,8,9,6,3,2,7,5,12,3,7,13,9,10,8,14,3,12,10,9,5,7,4,8,3,5,3,4,5,9,6,2,5,2,1,7,2,3,2,2,2,1,4,5,2,5,1,0,3,2,2,0,1,3,1,3,0,1,1,0,0,1,0,2,0,2,1,0,1,1,0,0,0,2
E00051874,E01010265,367,1,12,8,7,8,7,5,7,9,5,10,3,6,6,6,4,6,6,6,3,4,6,2,5,7,1,5,9,6,4,5,5,6,2,10,7,6,2,3,3,6,6,6,4,8,3,5,7,7,6,6,2,2,4,2,5,2,3,4,3,3,3,4,9,2,2,1,2,4,2,1,1,1,2,1,3,0,1,1,0,3,1,0,2,0,0,1,0,0,0,3
E00051885,E01010265,343,6,9,3,2,11,5,9,6,4,3,6,5,3,1,4,5,5,6,4,8,3,4,6,7,5,7,13,6,4,5,8,4,0,5,8,4,6,5,0,5,2,3,5,4,2,4,4,7,4,5,4,3,9,0,4,5,2,6,0,0,2,7,4,5,5,4,4,2,2,0,3,3,4,0,4,1,2,0,1,0,1,1,2,0,0,1,0,0,0,0,2
E00051856,E01010266,297,4,2,6,6,5,6,5,3,4,7,3,10,2,6,2,3,4,2,3,7,1,5,3,1,2,3,3,4,6,0,4,4,5,3,7,6,4,4,1,7,4,6,2,4,4,1,5,2,3,3,6,4,2,4,5,5,4,1,2,6,3,4,2,7,0,5,4,1,3,3,1,3,4,4,3,1,2,1,2,1,4,0,0,1,0,0,0,0,0,0,2
E00051857,E01010266,403,6,3,9,8,5,4,14,7,6,3,7,10,5,8,8,5,1,7,7,5,12,2,4,9,5,1,7,6,7,5,3,2,6,7,8,12,5,2,8,11,5,4,4,6,7,5,5,5,6,4,5,6,5,9,6,2,2,3,5,3,3,3,6,4,3,4,4,6,3,2,2,1,3,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0
E00051859,E01010266,339,6,7,2,3,8,4,4,7,5,7,10,5,4,4,2,7,3,1,1,6,6,2,5,4,3,5,8,7,3,7,5,5,3,6,6,6,7,2,1,3,1,3,4,5,4,2,1,3,5,1,4,3,3,5,3,3,3,3,3,2,5,4,6,3,1,7,4,2,9,9,5,4,2,4,2,5,3,2,5,1,0,0,2,1,0,0,1,1,0,0,0
E00051860,E01010266,337,4,0,3,4,11,7,8,4,4,6,5,4,4,5,2,5,4,6,2,5,5,6,3,5,7,3,6,3,4,5,7,2,3,4,3,1,6,8,8,5,3,7,3,3,4,8,5,2,9,6,4,0,4,5,4,7,2,2,4,2,2,6,2,4,4,5,2,1,2,2,4,2,2,6,0,0,4,1,0,2,1,2,2,1,2,3,2,2,0,0,0
E00051912,E01010267,271,3,1,4,2,1,5,3,4,4,4,3,2,1,3,0,3,0,1,1,1,4,3,3,5,4,8,1,3,4,5,4,5,4,5,2,5,2,4,1,6,3,1,2,3,4,3,2,7,1,3,6,3,11,8,6,6,3,8,5,2,3,2,0,3,2,5,5,1,6,1,1,5,4,3,4,0,1,0,2,2,2,2,2,1,0,2,1,0,0,0,0
E00051913,E01010267,222,2,1,0,5,3,2,3,2,5,3,4,2,0,2,3,1,3,2,0,0,4,0,3,0,2,1,3,2,1,2,5,1,6,5,1,1,0,0,4,0,3,0,3,0,2,4,1,4,3,0,7,2,2,1,0,2,2,4,2,3,1,4,3,3,4,4,5,5,7,3,3,1,1,2,5,4,4,5,2,4,3,2,2,1,3,0,0,3,2,3,4
E00051915,E01010267,321,1,3,5,0,2,6,4,9,2,3,3,2,4,4,4,8,2,5,4,4,0,0,4,3,11,3,10,2,9,7,4,4,3,5,14,3,5,3,2,4,7,2,3,3,4,3,8,4,5,6,6,8,8,2,2,9,8,2,3,1,5,9,2,3,3,2,2,4,6,1,2,4,0,2,5,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
E00051916,E01010267,408,3,6,6,6,4,5,11,6,6,4,2,4,7,1,5,6,6,2,4,5,7,6,5,5,3,8,4,7,8,5,4,1,1,6,5,7,5,6,8,2,5,4,6,5,13,7,6,6,13,4,4,7,6,7,3,0,3,2,2,3,2,2,1,2,4,1,1,9,5,6,7,12,7,7,4,4,0,4,0,2,2,1,0,1,4,2,2,1,2,3,2
E00051919,E01010267,445,9,1,9,2,2,8,0,9,5,9,6,8,5,7,4,7,7,6,4,3,7,9,6,5,6,3,6,3,5,8,3,6,8,6,5,10,8,4,3,7,3,8,5,7,10,7,12,9,7,10,9,11,7,8,5,6,2,6,5,1,2,5,1,1,6,5,4,3,3,1,1,4,3,5,3,5,4,4,4,1,3,4,2,2,1,0,0,0,0,1,0
E00051888,E01010268,399,9,4,8,9,7,9,7,3,10,6,6,7,7,8,9,11,12,7,7,7,5,6,5,7,11,6,7,3,6,7,5,2,6,3,6,7,7,2,7,5,5,4,3,9,5,2,1,4,3,8,6,10,2,8,2,6,1,2,4,5,3,5,7,3,0,1,4,2,3,1,1,0,1,0,1,2,0,0,1,0,0,1,0,3,1,0,1,2,0,0,0
E00051914,E01010268,425,7,4,5,7,11,10,9,9,7,6,4,8,10,7,7,4,2,4,9,7,4,7,7,4,4,5,6,9,11,8,5,6,8,11,8,4,12,5,3,6,5,5,6,4,5,4,6,5,4,6,3,2,7,6,7,6,5,2,6,3,2,3,1,3,2,1,3,4,1,4,1,3,0,3,1,4,2,2,1,2,0,1,3,3,1,1,0,2,1,0,3
E00051917,E01010268,463,12,9,8,8,10,11,7,5,13,9,11,9,10,7,5,8,10,7,4,8,8,10,4,8,7,8,9,10,8,7,9,9,5,8,7,16,8,11,5,11,4,11,9,9,7,7,0,5,3,8,4,1,6,1,3,4,1,1,2,2,1,1,0,1,1,8,2,2,0,3,2,1,0,2,1,0,0,0,1,0,1,1,2,2,0,0,0,1,1,0,2
E00051918,E01010268,262,1,9,2,2,4,3,4,4,8,3,3,6,3,4,3,4,4,5,6,3,3,2,3,2,6,6,5,4,5,3,2,7,1,2,1,5,4,4,4,7,5,2,6,0,6,2,4,4,2,3,5,5,4,2,1,3,2,2,2,2,4,2,2,1,0,1,2,1,2,1,1,3,0,0,1,2,7,2,3,1,2,2,0,0,0,0,1,0,0,0,2
E00051922,E01010268,391,5,7,6,13,10,8,9,6,8,6,5,9,8,4,5,5,6,5,8,6,1,5,3,3,4,7,3,5,4,4,9,8,3,8,11,4,7,11,4,7,6,5,5,11,3,7,6,5,4,4,2,4,5,1,1,1,3,4,6,6,2,6,3,1,2,3,8,4,5,2,2,3,0,0,0,0,1,0,1,2,3,1,0,0,0,0,0,0,0,0,3
E00051923,E01010269,416,12,13,9,11,9,9,12,12,9,7,10,13,7,10,10,2,7,4,10,9,4,5,8,5,3,3,4,8,7,3,6,6,7,9,6,7,10,9,8,9,4,5,4,5,8,2,4,6,8,8,4,4,4,1,2,2,3,3,2,1,1,2,2,4,1,1,1,1,0,0,1,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,1,2,0,0,1
E00051925,E01010269,482,10,6,7,7,10,6,10,12,8,9,11,6,10,7,13,8,7,3,9,7,2,6,6,9,7,6,4,12,3,7,5,9,6,6,6,15,11,9,11,10,13,6,5,7,8,6,4,7,4,5,2,2,4,5,3,4,3,10,2,5,1,7,8,6,1,2,2,5,1,2,1,2,3,4,7,1,2,2,0,0,2,0,0,0,0,0,1,0,0,0,1
E00051926,E01010269,355,3,3,2,7,5,3,8,5,7,10,11,10,8,9,10,14,6,5,1,4,1,4,5,4,1,3,4,4,5,3,6,12,7,7,5,9,6,5,8,11,2,5,5,9,4,9,3,6,4,2,4,4,3,3,9,2,2,2,0,2,2,2,1,1,2,5,3,2,0,0,2,0,1,2,2,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,3
E00051927,E01010269,579,8,8,16,9,8,9,10,11,10,12,15,10,10,7,11,11,13,14,10,4,4,7,11,8,8,10,6,11,12,9,12,10,12,13,10,8,12,12,12,6,11,7,6,5,6,3,13,7,7,11,9,7,7,2,6,6,2,7,5,4,9,3,4,1,3,6,2,4,2,1,0,2,0,2,0,1,4,1,0,1,0,0,0,0,0,1,0,0,1,0,1
E00051887,E01010270,358,2,7,9,2,8,8,6,2,3,8,5,8,8,8,6,8,8,9,3,5,5,1,2,3,4,6,1,5,6,7,3,3,4,2,7,4,2,10,3,5,9,6,10,5,4,2,10,6,6,4,4,1,2,2,4,4,7,4,4,6,4,0,2,2,4,2,4,0,5,3,0,2,5,1,3,0,3,1,2,3,1,0,1,0,0,0,3,0,0,1,0
E00051920,E01010270,324,2,8,2,4,4,4,7,2,7,3,5,5,5,6,3,2,3,3,8,0,2,4,5,3,5,4,5,3,5,2,4,5,6,4,7,3,2,8,7,3,6,7,4,4,5,2,4,3,0,9,3,6,7,7,5,4,1,1,5,4,3,7,3,3,6,2,4,2,2,4,5,3,1,2,1,1,2,0,0,4,1,3,1,0,2,3,0,0,0,2,0
E00051921,E01010270,326,1,2,4,4,2,3,3,2,5,1,7,4,2,3,6,2,4,4,3,1,3,3,7,5,4,4,10,3,7,3,7,5,4,7,8,1,5,3,5,4,9,5,1,5,7,5,6,4,7,9,4,3,8,1,4,6,3,4,1,10,4,3,4,5,1,5,1,7,1,3,2,3,2,1,1,4,2,2,0,2,0,1,1,0,1,1,1,0,3,2,0
E00051924,E01010270,445,6,9,3,10,6,4,12,7,7,8,9,8,5,8,12,5,11,6,9,6,3,4,6,3,5,3,6,10,8,9,6,3,6,7,8,6,6,4,2,4,5,5,5,10,3,3,8,10,5,3,8,4,7,1,2,3,4,7,8,0,2,5,1,3,6,8,9,4,3,5,2,3,4,4,1,4,2,1,1,1,2,1,2,2,0,3,0,2,0,0,3
E00051928,E01010270,360,5,10,5,4,10,7,7,6,4,6,7,4,9,4,3,0,2,3,5,3,4,0,4,1,2,4,2,3,5,5,12,4,4,3,6,5,3,7,3,1,8,4,4,5,7,6,6,2,3,6,4,6,6,7,4,6,8,7,3,7,5,4,4,7,4,3,1,2,4,4,0,1,0,2,0,5,4,2,1,1,0,3,1,1,0,0,1,2,2,1,4
E00051894,E01010271,430,4,11,7,7,8,3,6,10,13,12,8,13,7,11,11,9,10,6,5,4,8,5,6,10,7,15,5,5,7,7,8,1,3,9,4,9,6,6,5,4,3,7,2,6,5,7,5,6,5,6,4,4,4,3,3,5,4,3,5,2,5,7,1,0,4,2,1,4,2,4,0,2,2,2,1,1,0,0,0,1,2,0,0,0,0,0,1,2,1,0,1
E00051896,E01010271,325,11,3,4,4,5,4,4,7,10,7,6,8,11,6,4,0,6,3,1,4,2,2,4,3,3,9,5,4,8,8,3,7,5,6,3,1,8,5,7,5,6,1,4,1,1,3,4,5,6,2,6,3,4,6,3,5,3,8,1,4,5,3,1,2,3,3,2,1,0,1,2,2,1,0,1,1,2,0,2,1,0,2,1,1,0,0,1,1,0,0,4
E00051898,E01010271,309,3,5,2,0,0,3,5,4,5,3,3,2,3,2,2,4,2,7,3,3,3,6,4,2,4,3,2,3,2,5,5,2,7,2,2,5,3,2,4,9,3,3,6,3,2,2,3,5,1,6,2,6,2,1,3,4,7,5,3,6,6,4,6,8,4,7,6,1,4,0,6,5,6,4,2,2,3,2,1,3,1,2,2,2,1,1,3,0,3,1,4
E00051901,E01010271,616,11,14,18,11,12,11,13,9,7,7,8,10,7,7,5,6,7,3,4,3,6,10,6,7,8,7,11,22,16,16,18,15,10,12,14,17,14,9,9,9,9,11,8,7,5,2,2,7,7,8,5,7,8,9,5,7,5,3,17,7,4,5,8,5,3,6,4,7,3,2,3,1,3,1,1,1,1,0,2,0,1,3,0,1,0,0,1,0,0,0,2
E00051905,E01010271,374,3,9,6,6,7,4,9,7,6,9,4,8,9,5,5,4,5,4,7,8,5,5,2,2,4,5,9,9,7,7,4,6,6,2,4,2,13,4,6,5,4,3,3,4,3,3,4,4,2,8,3,3,2,1,2,8,5,11,7,5,2,2,4,9,4,4,1,2,7,2,3,1,2,2,1,0,0,3,0,1,0,0,3,1,0,3,0,0,0,0,0
E00051889,E01010272,338,7,14,5,4,8,3,8,10,0,4,5,5,3,3,3,3,3,1,2,4,1,5,3,5,5,3,8,8,6,9,10,5,3,2,8,3,2,4,6,4,8,3,5,7,5,3,4,5,7,1,9,3,10,3,6,2,1,5,2,7,4,2,2,0,2,3,1,2,1,1,0,1,1,2,2,4,2,3,3,0,6,0,0,0,2,0,1,2,0,0,0
E00051895,E01010272,169,0,3,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,1,2,0,0,0,3,0,0,1,1,1,1,5,1,2,2,4,4,4,5,0,6,6,4,7,6,6,6,3,10,1,4,3,6,1,0,5,3,9,5,1,2,4,4,5,0,0,1,0,1,1,0,1,1
E00051897,E01010272,347,7,10,9,8,13,13,6,9,4,5,4,6,7,2,6,1,1,0,1,3,1,7,5,8,7,4,6,10,10,8,10,4,7,4,6,5,7,5,5,4,10,3,1,1,6,1,4,2,4,6,2,1,1,3,0,2,4,5,4,3,1,2,5,2,1,2,3,0,6,1,1,0,3,4,0,3,3,2,1,2,1,2,1,0,0,0,0,0,0,0,0
E00051899,E01010272,463,11,7,8,11,8,8,10,7,8,8,9,7,13,10,5,4,4,5,8,3,5,3,3,11,4,12,13,6,7,12,8,9,8,5,6,4,8,5,6,7,4,4,5,6,5,6,6,4,4,7,5,12,7,4,3,5,3,11,4,2,3,3,2,1,6,4,2,3,1,2,1,1,3,2,4,3,0,3,1,5,4,0,2,1,1,0,0,1,0,1,0
